date,open,high,low,close,volume,ema,atr,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
1619694000,1.21156,1.21243,1.21112,1.21154,1389,,0.0012406442054262166,51.85843027167007,0.0009925314359013893,-0.0002500427303536764,0.0012425741662550657
1619697600,1.21155,1.21246,1.21141,1.21187,1341,,0.0012152249780360536,53.56655253869479,0.0008874100252354022,-0.00028413131281573075,0.001171541338051133
1619701200,1.21188,1.21226,1.21152,1.21226,1143,,0.0011518616476312415,55.57279337198117,0.0008260481220041527,-0.00027639457283758434,0.001102442694841737
1619704800,1.21226,1.21337,1.2121,1.21289,1215,,0.00116761342794709,58.678688977251646,0.0008188153132389075,-0.0002269019052822635,0.001045717218521171
1619708400,1.2129,1.21354,1.21217,1.21227,1587,,0.0011945983042208237,54.63095066099426,0.0007543586646252542,-0.00023308684311673352,0.0009874455077419878
1619712000,1.21226,1.21265,1.21022,1.21062,2593,,0.001359318530324705,45.61317777129938,0.0005636378297899647,-0.00033904614236161855,0.0009026839721515832
1619715600,1.21062,1.21186,1.21027,1.21111,2402,,0.0013900760596147416,48.340327623345786,0.00044687777024887687,-0.0003646449615221652,0.000811522731771042
1619719200,1.21112,1.21187,1.21072,1.21104,1247,,0.001358065918332774,47.97026596735959,0.0003447224213746214,-0.00037344024831713655,0.0007181626696917579
1619722800,1.21103,1.21216,1.2108,1.21174,1094,,0.0013583237958883785,51.93301074348839,0.0003165981745771873,-0.00032125159609165655,0.0006378497706688439
1619726400,1.21175,1.21217,1.21162,1.21188,471,,0.0012505472897699347,52.70879252818124,0.00030212364304560424,-0.0002685809020985917,0.000570704545144196
1619730000,1.21186,1.21257,1.21127,1.21255,491,,0.0012571409844672576,56.34043828916448,0.00034078748708177287,-0.00018393364644993845,0.0005247211335317113
1619733600,1.21256,1.21292,1.21219,1.21289,442,,0.0011868555198716096,58.09891703095841,0.0003943185616162026,-0.00010432205753240702,0.0004986406191486096
1619737200,1.21288,1.21288,1.21197,1.21205,326,,0.0011512747838887327,52.475510563201375,0.0003647566563469429,-0.0001071071702413334,0.0004718638265882763
1619740800,1.21199,1.21229,1.21166,1.21217,194,,0.0010817714793702525,53.17280504079821,0.0003470114980150818,-9.988186285855562e-05,0.0004468933608736374
1619744400,1.21219,1.21236,1.21198,1.21217,361,,0.0009882019487875585,53.1728050407982,0.00032915404920230706,-9.419144933706428e-05,0.00042334549853937135
1619748000,1.21217,1.21249,1.2121,1.21246,231,,0.0009084416889492324,55.022418527023085,0.00033454603034122066,-7.103957455852062e-05,0.00040558560489974127
1619751600,1.21245,1.2126,1.2118,1.21219,841,,0.0008939827970893229,52.92635112824673,0.00031341956507580093,-7.373283185915227e-05,0.0003871523969349532
1619755200,1.21218,1.21263,1.21203,1.21215,814,,0.0008547850908107674,52.60661856821619,0.0002901048750232338,-7.763801752937557e-05,0.00036774289255260935
1619758800,1.21214,1.21214,1.21173,1.21203,509,,0.0007968137453693433,51.59953243594423,0.00025895969193356905,-8.702656049523223e-05,0.0003459862524288013
1619762400,1.21203,1.21216,1.21153,1.21175,312,,0.0007745719126534187,49.23127567177936,0.00020927090527433911,-0.00010937227772356978,0.0003186431829979089
1619766000,1.21174,1.21189,1.21162,1.21169,234,,0.0007072956576329619,48.71530343432825,0.00016316976580865727,-0.0001243787337514013,0.00028754849956005857
1619769600,1.21168,1.21173,1.21155,1.21173,451,,0.0006369895699485762,49.09831407228014,0.00012838203812703952,-0.00012733316914641528,0.0002557152072734548
1619773200,1.21175,1.21196,1.21104,1.21109,844,,0.0006747242939554371,43.50046012769509,4.8609521702491776e-05,-0.00016568454845677043,0.0002142940701592622
1619776800,1.21108,1.21125,1.20998,1.21019,1239,,0.0007540943880946965,37.0954119539396,-8.623913956085083e-05,-0.00024042656777609046,0.00015418742821523963
1619780400,1.2102,1.2104,1.20944,1.2095,1190,,0.0007815484696820504,33.07459461282477,-0.0002459497529205823,-0.00032010974490865755,7.415999198807525e-05
1619784000,1.20949,1.2098,1.20922,1.20946,897,,0.0007546753403911137,32.852286490089746,-0.00037146718785563415,-0.00035650174387496754,-1.4965443980666633e-05
1619787600,1.20947,1.20976,1.20792,1.208,1151,,0.0008993852950056108,25.98655194754266,-0.0005820410506924834,-0.00045366048536945333,-0.00012838056532303
1619791200,1.20801,1.20891,1.20779,1.20807,948,,0.000928800589004864,26.776685776044353,-0.0007348035808274478,-0.00048513841240353426,-0.00024966516842391353
1619794800,1.20807,1.20872,1.20775,1.20837,1380,,0.0009342938438042042,30.215108923880745,-0.0008221838698980743,-0.0004580149611793286,-0.00036416890871874576
1619798400,1.20838,1.20915,1.20684,1.20749,1820,,0.0011177213312969815,26.312006027062836,-0.0009514740237863695,-0.0004698440920540989,-0.00048162993173227057
1619802000,1.20749,1.20794,1.20354,1.20388,2765,,0.0015553584871240453,16.751950277549557,-0.0013299039275587177,-0.0006786191966611576,-0.00065128473089756
1619805600,1.20389,1.20423,1.2024,1.20299,2789,,0.0015919773555075059,15.278131155570197,-0.001682236143590643,-0.0008247611301544662,-0.0008574750134361768
1619809200,1.203,1.20357,1.20249,1.20267,880,,0.001523713708106501,14.774809791121095,-0.001964636185854296,-0.0008857289379344954,-0.0010789072479198006
1619812800,1.20266,1.20302,1.20195,1.20218,871,,0.0014632185470256215,14.013514765838696,-0.00220258908294535,-0.0008989454680204392,-0.0013036436149249106
1619816400,1.20219,1.20279,1.20184,1.20214,797,,0.0013947894074222062,13.950322498866099,-0.0023671095683250876,-0.0008507727627201415,-0.001516336805604946
1619820000,1.20215,1.20245,1.20167,1.20227,626,,0.001312817486432579,15.287328275052078,-0.0024586614065191803,-0.0007538596807313872,-0.001704801725787793
1619823600,1.20228,1.20249,1.20189,1.20211,462,,0.001217775154908256,14.978850530177532,-0.002515134654032858,-0.0006482663425960516,-0.0018668683114368063
1620000000,1.20302,1.20309,1.20251,1.20279,215,,0.001186071800920486,22.167189859737807,-0.002476472558448961,-0.00048768339760972383,-0.0019887891608392372
1620003600,1.20278,1.20282,1.20247,1.20272,278,,0.0010745955607977644,21.961347668803626,-0.002423543878906642,-0.00034780377445392356,-0.0020757401044527186
1620007200,1.20271,1.203,1.20249,1.20272,299,,0.0009993161526913972,21.961347668803626,-0.0023544568065712035,-0.00022297336169478784,-0.0021314834448764156
1620010800,1.20272,1.20337,1.20204,1.20337,624,,0.0010434073323325513,29.05589591931499,-0.0022216454899943727,-7.212963609436575e-05,-0.002149515853900007
1620014400,1.20337,1.20352,1.20266,1.20272,614,,0.0010189530213548592,26.464882624467304,-0.00214412499421468,4.312687748261358e-06,-0.0021484376819629414
1620018000,1.20274,1.20275,1.20186,1.20195,452,,0.001001759285174219,23.76170255176018,-0.002120379591604271,2.2446472286936307e-05,-0.0021428260638912074
1620021600,1.20196,1.20238,1.20196,1.20225,335,,0.0009255247138176472,26.894762538486148,-0.0020536801497688106,7.131673129791771e-05,-0.0021249968810667283
1620025200,1.20225,1.20228,1.20172,1.20212,359,,0.000876788085308643,26.388681582714877,-0.001988389360298992,0.0001092860166141893,-0.0020976753769131815
1620028800,1.20211,1.20218,1.20163,1.20215,412,,0.0008332163406008308,26.731317784364787,-0.0019121827376629152,0.00014839411140021288,-0.002060576849063128
1620032400,1.20214,1.20394,1.20133,1.20379,1352,,0.0010701208285207203,42.49055246701884,-0.0016998592271910695,0.0002885740974976469,-0.0019884333246887164
1620036000,1.20379,1.20417,1.20322,1.20356,1510,,0.0010541047180512918,41.153667743310635,-0.001532484861696659,0.00036475877039364576,-0.0018972436320903049
1620039600,1.20355,1.20492,1.20314,1.20473,1331,,0.0011508907556444386,49.80536973128193,-0.0012905535512754973,0.00048535206465184625,-0.0017759056159273436
1620043200,1.20474,1.20555,1.20464,1.20511,1120,,0.0011187719882251757,52.26032739254148,-0.0010559856750052,0.0005759359527377152,-0.001631921627742915
1620046800,1.20511,1.20573,1.20486,1.20572,683,,0.0010856023897951425,55.982077504933855,-0.0008115124309187038,0.0006563273574593691,-0.001467839788378073
1620050400,1.20571,1.20575,1.20454,1.20454,816,,0.0011021887378224776,48.16048042476773,-0.000704856613689353,0.000610386539750976,-0.001315243153440329
1620054000,1.20455,1.20535,1.2042,1.20428,1153,,0.0011085635727794785,46.615052929760985,-0.0006340025504620872,0.0005449924823825935,-0.0011789950328446807
1620057600,1.20429,1.20601,1.20425,1.20578,1428,,0.0011954217630755458,55.48918631132322,-0.00045160688781442637,0.0005819105160242036,-0.00103351740383863
1620061200,1.2058,1.20756,1.20573,1.20735,2172,,0.001280032194665473,62.51310781504452,-0.00017831562063652662,0.0006841614265616828,-0.0008624770471982094
1620064800,1.20734,1.20755,1.20586,1.20586,864,,0.0013346945687100725,53.831125869669165,-8.102684298294527e-05,0.0006251601633722113,-0.0007061870063551566
1620068400,1.20586,1.20604,1.20514,1.2053,569,,0.0012767352928820498,50.96618066823177,-4.8552423533632094e-05,0.0005261076662572196,-0.0005746600897908517
1620072000,1.20529,1.2065,1.20515,1.20605,570,,0.0012865039204977716,54.46174396562573,3.727286148813569e-05,0.0004895463610231899,-0.0004522734995350542
1620075600,1.20604,1.2067,1.206,1.20665,533,,0.0012083033977647547,57.096776846210474,0.00015195337982154555,0.00048338150348527985,-0.0003314281236637343
1620079200,1.20664,1.20664,1.20612,1.20635,442,,0.0011178629447294434,55.37153148823173,0.0002161395023922985,0.00043805410084482625,-0.00022191459845252774
1620082800,1.20635,1.20646,1.20611,1.20623,201,,0.0010154812187655273,54.66006557449219,0.00025439199725685313,0.0003810452765675047,-0.00012665327931065157
1620086400,1.20624,1.2064,1.20606,1.2063,95,,0.000925417056263458,55.023108913027684,0.00028704689212522005,0.0003309601371486973,-4.391324502347725e-05
1620090000,1.20628,1.20632,1.20585,1.20593,349,,0.000864694782094993,52.62452909742943,0.0002798443522968874,0.0002590060778562917,2.083827444059569e-05
1620093600,1.20591,1.20595,1.20569,1.20587,146,,0.0007840688111490138,52.22693693499334,0.0002662259025474345,0.00019631010248547106,6.991580006196345e-05
1620097200,1.20588,1.206,1.20531,1.20555,431,,0.000771526302995793,50.05484058416186,0.0002269951980140572,0.00012566351836167501,0.00010133167965238221
1620100800,1.20556,1.20561,1.20466,1.20467,452,,0.0007953227959296882,44.565719285079766,0.00012347262098066913,1.7712753062629544e-05,0.00010575986791803959
1620104400,1.20468,1.20485,1.20424,1.20444,461,,0.0007706130898057297,43.23132212139232,2.2610515088450356e-05,-6.65194822636714e-05,8.912999735212175e-05
1620108000,1.20445,1.20447,1.2039,1.20393,267,,0.000743864677831627,40.346512151242486,-9.735393271981252e-05,-0.00014918714405754742,5.18332113377349e-05
1620111600,1.20394,1.20425,1.20373,1.20404,384,,0.0007140160541207535,41.25701621295294,-0.00018145879715403268,-0.00018663360679341406,5.174809639381385e-06
1620115200,1.20404,1.20406,1.2034,1.20361,403,,0.000706813913571304,38.76610273599785,-0.00027958700949271,-0.0002278094553056731,-5.1777554187036894e-05
1620118800,1.20362,1.20388,1.20322,1.20328,905,,0.0007005720584284774,36.92365297361642,-0.00037960669711400996,-0.0002622633143415785,-0.00011734338277243151
1620122400,1.20329,1.20354,1.20071,1.2016,1857,,0.000984495783971362,29.291247891946995,-0.0005876607920070054,-0.0003762539273876591,-0.0002114068646193463
1620126000,1.20159,1.20218,1.20022,1.20033,1468,,0.0011145630127751753,25.07208472802896,-0.0008452796892364223,-0.0005070982596936608,-0.0003381814295427615
1620129600,1.20032,1.2011,1.19992,1.2008,1135,,0.0011232879444051465,29.139969139573108,-0.0009999921621171026,-0.0005294485860594729,-0.00047054357605762974
1620133200,1.2008,1.20147,1.20037,1.20115,988,,0.0011201828851511405,32.096431945739575,-0.0010818894880251229,-0.0004890767295739945,-0.0005928127584511284
1620136800,1.20114,1.20214,1.20082,1.20199,1485,,0.0011468251671309868,38.706163385547285,-0.001066716287662306,-0.000379122823368942,-0.000687593464293364
1620140400,1.20199,1.203,1.20161,1.20257,1631,,0.0011792484781801887,42.843227992465394,-0.0009964043353818397,-0.0002470486968707805,-0.0007493556385110592
1620144000,1.20258,1.20297,1.2017,1.20242,1712,,0.0011913486810895108,42.05269986098224,-0.0009419274002859801,-0.00015405740941993663,-0.0007878699908660435
1620147600,1.20241,1.20329,1.20167,1.20326,2302,,0.00124850219027757,47.855244498351155,-0.0008215032784837373,-2.6906630094154955e-05,-0.0007945966483895823
1620151200,1.20325,1.20354,1.2002,1.2014,2849,,0.0015273685649072435,38.63084963471325,-0.0008661681029580315,-5.725716365475935e-05,-0.0008089109393032721
1620154800,1.20141,1.20242,1.20116,1.20172,1315,,0.0014917194229196163,40.74697122376087,-0.0008657639842077902,-4.548243592361438e-05,-0.0008202815482841758
1620158400,1.20174,1.20225,1.20144,1.20189,1091,,0.0014008234998636644,41.89327709437133,-0.0008420198571617021,-1.7390647102020996e-05,-0.0008246292100596811
1620162000,1.2019,1.20233,1.20113,1.20113,754,,0.0013740470332151583,38.32377532442671,-0.0008744480213602746,-3.985504904047469e-05,-0.0008345929723197999
1620165600,1.20112,1.20154,1.20095,1.20152,849,,0.0012695074287864825,41.09731301517213,-0.0008587783719846698,-1.9348319731895885e-05,-0.0008394300522527739
1620169200,1.20151,1.202,1.20148,1.20154,344,,0.0011695731049482653,41.24323617662613,-0.0008351194914542059,3.448448638854445e-06,-0.0008385679400930604
1620172800,1.20147,1.20147,1.20087,1.20117,240,,0.001102963357621823,39.303354870404284,-0.0008365819697682131,1.58877625987795e-06,-0.000838170746028091
1620176400,1.20118,1.20157,1.20113,1.20157,337,,0.001014568243272246,42.45455734310115,-0.0007962852565412959,3.3508391589436135e-05,-0.000829793648130732
1620180000,1.20158,1.20162,1.20132,1.20143,209,,0.0009192924775026089,41.63971774444681,-0.0007668073728843705,5.0389020197089194e-05,-0.0008171963930814597
1620183600,1.20144,1.20206,1.20141,1.20196,444,,0.0008833868138355701,45.87496271140386,-0.0006926944170519977,9.960158082356963e-05,-0.0007922959978755674
1620187200,1.20195,1.20219,1.20182,1.20216,418,,0.0008149352386574916,47.425475366981644,-0.0006107803414903135,0.00014521252510820326,-0.0007559928665985167
1620190800,1.20216,1.20228,1.20197,1.20208,366,,0.0007476105401698304,46.847370006617545,-0.0005460239536114742,0.0001679751303896341,-0.0007139990840011083
1620194400,1.20207,1.20264,1.20203,1.20239,344,,0.0007292624681471862,49.42029984905241,-0.0004643370519559209,0.00019972962563614993,-0.0006640666775920708
1620198000,1.20239,1.20254,1.2022,1.20222,242,,0.0006773608057275624,48.04676633461972,-0.00040860700590727994,0.00020436773734783275,-0.0006129747432551127
1620201600,1.20222,1.20222,1.20121,1.20121,377,,0.0007217126982972148,40.792814169001666,-0.0004408571748901746,0.00013769405469195046,-0.0005785512295821251
1620205200,1.20121,1.20157,1.19941,1.19997,1395,,0.0009134843385242449,34.00489116478456,-0.000560017766829457,1.4826770202134394e-05,-0.0005748445370315914
1620208800,1.19996,1.20046,1.19862,1.19943,1913,,0.0010370197600543542,31.543293688209598,-0.0006900721591829306,-9.218209772107137e-05,-0.0005978900614618593
1620212400,1.19941,1.19964,1.19871,1.19964,1328,,0.0010227504587137868,33.55762550182061,-0.0007673504191838543,-0.00013556828617759592,-0.0006317821330062584
1620216000,1.19963,1.20041,1.19933,1.20038,833,,0.0010303837308852778,40.231589043598056,-0.0007601199913309653,-0.0001026702866597655,-0.0006574497046711998
1620219600,1.20039,1.20194,1.20039,1.20161,1337,,0.0011009992334339083,49.34034360520851,-0.00064767313200087,7.821258136263862e-06,-0.0006554943901371338
1620223200,1.20162,1.20184,1.20068,1.20092,962,,0.001108866002309394,45.18058785742976,-0.0006072355854374045,3.860704375978341e-05,-0.0006458426291971879
1620226800,1.20092,1.20111,1.19917,1.19973,1784,,0.001219683868668119,39.063808717101765,-0.0006635624582387312,-1.417586323323452e-05,-0.0006493865950054966
1620230400,1.19972,1.20092,1.19945,1.1998,1895,,0.0012530593528457142,39.58197980150546,-0.0006945471881174559,-3.612847448956739e-05,-0.0006584187136278885
1620234000,1.19981,1.20117,1.19939,1.20042,1810,,0.0013233181057996344,44.11484362141584,-0.0006614492165055719,-2.4244023021466766e-06,-0.0006590248142034252
1620237600,1.20041,1.20058,1.19981,1.20018,1033,,0.0012495423583596748,42.7769540318448,-0.0006471251736015482,9.519712481501682e-06,-0.0006566448860830499
1620241200,1.20019,1.20027,1.19925,1.19935,633,,0.0012189367105783877,38.435640184987996,-0.0006947388132225729,-3.0475141711618428e-05,-0.0006642636715109545
1620244800,1.19936,1.20009,1.19914,1.1999,446,,0.0011830784825012702,42.5932485577889,-0.0006802510515213633,-1.2789904008327102e-05,-0.0006674611475130362
1620248400,1.19988,1.20018,1.19968,1.19999,443,,0.0010920013515010936,43.2684039120753,-0.0006539686051567628,1.0794033885018765e-05,-0.0006647626390417816
1620252000,1.19998,1.20054,1.19977,1.20032,541,,0.0010490678379676062,45.7861232885075,-0.0005995995248979646,5.213049131505359e-05,-0.0006517300162130182
1620255600,1.20031,1.20058,1.20025,1.20041,255,,0.0009531921262385842,46.48368363611568,-0.0005429901369471413,8.699190341270166e-05,-0.0006299820403598429
1620259200,1.20041,1.20062,1.20033,1.20056,86,,0.0008647665094067895,47.691706914246176,-0.0004804843186159147,0.00011959817739514269,-0.0006000824960110574
1620262800,1.20056,1.20075,1.20042,1.2006,202,,0.0007934643081525431,48.02861142580427,-0.00042284603566566936,0.00014178916827631044,-0.0005646352039419798
1620266400,1.20061,1.20084,1.20038,1.20075,237,,0.0007490024003988581,49.346153992495545,-0.00036090326656612604,0.00016298554990068297,-0.000523888816466809
1620270000,1.20074,1.20096,1.20002,1.20002,504,,0.0007744687470123358,43.558653213613766,-0.00036649336750982364,0.00012591635916558833,-0.000492409726675412
1620273600,1.20001,1.20094,1.19989,1.20093,670,,0.0008112062474106904,51.23644496040166,-0.00029410392104112226,0.0001586446445074318,-0.00045274856554855406
1620277200,1.20094,1.20116,1.19934,1.20001,953,,0.000945712081089256,44.6269631393145,-0.00030742724450827374,0.00011625705683222424,-0.000423684301340498
1620280800,1.20002,1.20007,1.19971,1.1999,664,,0.0008676171369440107,43.897806582218145,-0.0003231372301932822,8.043765691777266e-05,-0.0004035748871110549
1620284400,1.19989,1.20037,1.19983,1.20024,392,1.2065291999999999,0.0008239348520181406,46.7916445021777,-0.00030464064085600207,7.914739700404228e-05,-0.00038378803786004434
1620288000,1.20023,1.20085,1.2002,1.20079,439,1.206472093532338,0.0008007435384157272,51.178691000019455,-0.000242802678943832,0.00011278828713296986,-0.00035559096607680186
1620291600,1.2008,1.20199,1.20051,1.20138,1093,1.2064214259350015,0.0008913110666269537,55.42451942823536,-0.00014452162412426084,0.00016885547356203283,-0.00031337709768629367
1620295200,1.20139,1.20283,1.20124,1.2025,1360,1.206382406771469,0.0009844695910766906,62.153239054754245,2.347090172150068e-05,0.0002694783995262355,-0.00024600749780473484
1620298800,1.2025,1.20443,1.20224,1.20393,1314,1.2063580047140414,0.0011452069789331205,68.65842746474881,0.0002688955769369894,0.0004119224597933794,-0.00014302688285639
1620302400,1.20394,1.20524,1.20365,1.20463,1338,1.2063408106372848,0.0012045127150753685,71.26235571450293,0.0005139559854172582,0.0005255862946189185,-1.1630309201660365e-05
1620306000,1.20464,1.20499,1.20415,1.20415,790,1.2063190115264661,0.0011559110197319796,67.14293246219633,0.0006618072343926862,0.0005387500348754772,0.00012305719951720894
1620309600,1.20416,1.20547,1.20386,1.20511,1524,1.2063069815610288,0.001216456217101064,70.78089207183851,0.0008466843413177383,0.0005789017134404234,0.00026778262787731486
1620313200,1.20512,1.20602,1.20473,1.2057,1548,1.2063009419435062,0.001226262054820924,72.77591472319877,0.001028947780175482,0.0006089321218385338,0.0004200156583369483
1620316800,1.20569,1.20714,1.20481,1.20622,1819,1.2063001365510335,0.001373427114178156,74.43282731539371,0.0012015023515863366,0.0006251893545995105,0.000576312996986826
1620320400,1.20623,1.20678,1.20551,1.20596,1913,1.2062967521077397,0.0013596368322877194,72.07092945540285,0.0013022616043829593,0.0005807588859169066,0.0007215027184660528
1620324000,1.20597,1.20601,1.20483,1.20489,1216,1.2062827545743293,0.0013356852546493514,63.184949081343284,0.001281007325469874,0.00044760368560305694,0.000833403639866817
1620327600,1.20489,1.20536,1.20444,1.20497,640,1.206269692339759,0.0012802605540294422,63.54683473284721,0.0012561385049485452,0.0003381878920653825,0.0009179506128831627
1620331200,1.20498,1.20567,1.20482,1.2056,439,1.2062630287343883,0.0012228924801588523,66.35189272461858,0.0012725958278456684,0.00028371617197000447,0.000988879655875664
1620334800,1.2056,1.20596,1.20535,1.2055,489,1.206255436408673,0.0011411734828043385,65.49044549558481,0.0012630100172628111,0.00021930428910971775,0.0010437057281530934
1620338400,1.2055,1.20643,1.20549,1.20636,447,1.2062564768424178,0.001114350351763752,69.19457149605415,0.0013097104788597491,0.00021280380056532444,0.0010969066782944247
1620342000,1.20635,1.20638,1.20594,1.20631,282,1.20625700941115,0.0010244369715285847,68.73265258808841,0.0013273850800670228,0.00018438272141807835,0.0011430023586489445
1620345600,1.20634,1.20649,1.20571,1.20627,209,1.2062571386707406,0.0009918453753247737,68.33960885616169,0.001322914923405305,0.00014393005180508844,0.0011789848716002166
1620349200,1.20628,1.2063,1.20596,1.20611,272,1.2062556746043651,0.000904932658614805,66.6966508204117,0.0012915731776059758,9.007064480460731e-05,0.0012015025328013685
1620352800,1.2061,1.20659,1.20608,1.20651,173,1.2062582052053168,0.000852274970799499,68.72120186669521,0.001284207728018405,6.616415617362922e-05,0.0012180435718447758
1620356400,1.20651,1.20694,1.20613,1.20635,599,1.2062591185863585,0.0008466383080262296,66.96752432881274,0.0012510386979651678,2.6396100896313585e-05,0.0012246425970688542
1620360000,1.20634,1.20665,1.20596,1.20655,743,1.2062620129287829,0.0008257532002894095,68.0645742725266,0.0012267491308524114,1.685227026845858e-06,0.0012250639038255656
1620363600,1.20656,1.20672,1.20617,1.20659,588,1.2062652764817305,0.000788986106917495,68.291392070987,0.0011969296793443718,-2.2507379584955e-05,0.0012194370589293268
1620367200,1.20658,1.20691,1.20654,1.20678,555,1.2062703981087781,0.0007331212926618265,69.40302451172303,0.0011750833321018117,-3.548298146201223e-05,0.001210566313563824
1620370800,1.20677,1.2069,1.20635,1.20639,248,1.2062715881773474,0.0007087051203069231,64.41139407155053,0.0011134648739250519,-7.768115171101768e-05,0.0011911460256360696
1620374400,1.20639,1.20663,1.20603,1.20609,462,1.2062697813298116,0.0006942111042660209,60.78951428245627,0.001028567621804477,-0.00013006272306527412,0.0011586303448697511
1620378000,1.20608,1.20636,1.2053,1.20579,1005,1.2062650073862313,0.0007429829570305595,57.318541957337196,0.0009263994884129989,-0.00018578468516540188,0.0011121841735784008
1620381600,1.20578,1.20887,1.20566,1.20769,2040,1.206279186417214,0.0010719185627598095,69.2815184917707,0.000987362922497681,-9.985700086457584e-05,0.0010872199233622568
1620385200,1.20768,1.20902,1.20743,1.20871,1235,1.2063033736170428,0.0011409960877251657,73.56511608336459,0.0011052418190311553,1.4417516535118573e-05,0.0010908243024960367
1620388800,1.20873,1.20873,1.20732,1.20782,929,1.2063184644268234,0.0011768632760284948,65.04236569395003,0.0011140045804858278,1.8544222391832926e-05,0.001095460358093995
1620392400,1.20781,1.20866,1.20709,1.20715,939,1.2063267384126262,0.0012292815058913716,59.457838135948066,0.0010547274895402747,-3.2586294842976236e-05,0.001087313784383251
1620396000,1.20715,1.20762,1.20652,1.2066,977,1.206329457433396,0.0012120439717725059,55.26316222630595,0.0009523909939044284,-0.00010793823238305802,0.0010603292262874864
1620399600,1.20661,1.21458,1.20583,1.21288,4391,1.206394636961422,0.002217104775536176,76.04456850793771,0.0013623280301566787,0.00024159904309535379,0.001120728987061325
1620403200,1.21289,1.21323,1.21023,1.21212,4342,1.2064516057478756,0.0023214908054647013,71.703575422734,0.0016073518844264,0.00038929831789206006,0.00121805356653434
1620406800,1.21213,1.21503,1.21182,1.21412,2409,1.206527908178245,0.0024399586980694285,75.64388228642918,0.0019405488997725762,0.0005779962665905889,0.0013625526331819873
1620410400,1.21411,1.21649,1.21394,1.21645,1486,1.2066266354600534,0.0024546308716601782,79.26621033784079,0.002365355120915291,0.0008022419901866432,0.001563113130728648
1620414000,1.21646,1.21646,1.21415,1.2151,1088,1.2067109475450282,0.0024353467554388258,72.53504681384548,0.0025635325862445324,0.0008003355644127072,0.0017631970218318252
1620417600,1.2151,1.21629,1.21498,1.21593,1017,1.2068026794102518,0.002285300521380335,73.99706706729343,0.002755796610804495,0.0007940796711781357,0.0019617169396263594
1620421200,1.21591,1.21651,1.21548,1.21651,831,1.2068992696648762,0.002117927118529635,74.99861819179426,0.002921293534766889,0.0007676612761124235,0.0021536322586544654
1620424800,1.21652,1.21712,1.21634,1.2168,666,1.206997784394579,0.0019395368360590173,75.50660732250375,0.0030407991756515873,0.0007097335335976974,0.00233106564205389
1620428400,1.21678,1.21678,1.21617,1.2162,438,1.2070893487289613,0.0017649319245844992,72.23633407859275,0.003051912721351524,0.0005766776634381072,0.002475235057913417
1620604800,1.21572,1.21709,1.21572,1.21677,147,1.2071856736172304,0.0017122743346399117,73.41435907974018,0.0030713103685939824,0.00047686024854445234,0.00259445012004953
1620608400,1.21678,1.21743,1.21614,1.21674,613,1.2072807415414373,0.0016559710900212587,73.23822370708125,0.003049114105110551,0.00036373118804881605,0.0026853829170617348
1620612000,1.21675,1.21767,1.21675,1.21708,465,1.2073782466007263,0.001559174944685104,73.99958057626404,0.003024098638220618,0.0002709725769271063,0.0027531260612935118
1620615600,1.21706,1.21706,1.216,1.21615,1105,1.2074655277290773,0.0014952849520604194,68.27767394740829,0.0028958489289683254,0.00011417829413985087,0.0027816706348284745
1620619200,1.21615,1.2163,1.21545,1.21582,961,1.2075486568064,0.001409246958452366,66.31811051143661,0.0027360424738107625,-3.650252881416986e-05,0.0027725450026249323
1620622800,1.21581,1.21607,1.21513,1.21513,582,1.2076240930570827,0.0013466806973253759,62.29246124167664,0.0025246152798974464,-0.00019834377818198903,0.0027229590580794354
1620626400,1.21514,1.21563,1.21511,1.21545,341,1.207701962777908,0.0012364566043486693,63.402010505885855,0.002355723714524638,-0.00029378827484383835,0.0026495119893684763
1620630000,1.21547,1.21569,1.21516,1.21516,371,1.207776172103501,0.0011422623904355027,61.632073198788866,0.0021734215055912998,-0.00038087238702174146,0.0025542938926130412
1620633600,1.21516,1.21591,1.21507,1.21515,605,1.2078495435253567,0.0011019607383774294,61.56824709586451,0.002005026082574357,-0.0004394142480309473,0.0024444403306053044
1620637200,1.21516,1.21628,1.21513,1.21604,1466,1.2079310406047064,0.0011083659732604367,65.03846490860137,0.0019212401975032822,-0.0004185601064816179,0.0023398003039849
1620640800,1.21605,1.21609,1.21367,1.21479,1924,1.2079992889568985,0.0012832505101590273,57.22320525809276,0.0017339864106526992,-0.00048465111466576083,0.00221863752531846
1620644400,1.21479,1.2175,1.21399,1.21711,1635,1.2080899427981233,0.0015801504421378402,65.50757560583776,0.0017525882994657849,-0.00037283938068214013,0.002125427680147925
1620648000,1.2171,1.2171,1.21572,1.21644,1202,1.2081730279444105,0.0015547970498527952,61.78611314733234,0.0016937426191974136,-0.00034534804876040943,0.002039090667957823
1620651600,1.21643,1.21712,1.21602,1.21644,1242,1.2082552863728242,0.0014941574432057396,61.78611314733234,0.0016283365435547648,-0.00032860329952244657,0.0019569398430772113
1620655200,1.21643,1.21686,1.21568,1.21633,1246,1.2083356317820497,0.0014522697841116356,61.12492101730334,0.0015497609966146353,-0.000325743077170061,0.0018755040737846963
1620658800,1.21632,1.21742,1.21626,1.2171,1412,1.2084228394260095,0.0014133004795634243,64.02691932793134,0.0015319623658598402,-0.000274833366339885,0.0018067957321997253
