date,open,high,low,close,volume,ema,atr,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
1619532000,1.20835,1.20918,1.20782,1.20879,1113,,0.0011608268548683044,55.61896450616286,-0.0004891557622923592,0.00017736104432508496,-0.0006665168066174442
1619535600,1.2088,1.20888,1.20756,1.20816,1295,,0.0011820499408858622,51.19300290355206,-0.00040432251665145635,0.00020975543197279027,-0.0006140779486242466
1619539200,1.20817,1.20895,1.20733,1.20838,1766,,0.0012404432821010746,52.61117044088245,-0.0003157002015008459,0.0002387021976987206,-0.0005544023991995665
1619542800,1.20839,1.20899,1.20757,1.20806,1749,,0.0012643841778209282,50.32080383601763,-0.0002681961061379301,0.0002289650344493091,-0.0004971611405872392
1619546400,1.20805,1.20838,1.20758,1.20782,905,,0.0012024662874447927,48.61152760001374,-0.000247066731068335,0.00020007552761512338,-0.00044714225868345837
1619550000,1.20783,1.20783,1.20694,1.20706,722,,0.0011608041157854946,43.565033488515844,-0.0002883235827253472,0.000127054940766489,-0.0004153785234918362
1619553600,1.20707,1.20826,1.20707,1.208,763,,0.0011660302336807444,50.420702134714084,-0.00024237583308095445,0.00013840215232870546,-0.0003807779854096599
1619557200,1.20799,1.20895,1.20793,1.20879,862,,0.001146559535856648,55.331854318794086,-0.0001405948231534282,0.0001921465298049854,-0.0003327413529584136
1619560800,1.20879,1.20895,1.20855,1.20883,482,,0.0010470182644090893,55.57182549071498,-5.605876325964765e-05,0.00022134607175901272,-0.00027740483501866037
1619564400,1.20883,1.20907,1.20865,1.20907,325,,0.0009634158291545556,57.062337502524954,2.9957337947861262e-05,0.0002458897383732173,-0.00021593240042535605
1619568000,1.20905,1.20926,1.20852,1.20883,287,,0.0009336270519339433,55.072593415083084,7.78621769230714e-05,0.00023503566187874197,-0.00015717348495567057
1619571600,1.20885,1.20911,1.20868,1.20886,349,,0.0008664767783427416,55.282497024053754,0.000116900302308931,0.00021925902981168128,-0.00010235872750275027
1619575200,1.20886,1.20906,1.20881,1.20893,163,,0.0007842798745637206,55.801390996806035,0.00015173757658781817,0.00020327704327245476,-5.1539466684636596e-05
1619578800,1.20892,1.20892,1.20783,1.20783,652,,0.0008263758912885713,46.64215907634123,8.95532464464388e-05,0.00011287417050486033,-2.332092405842152e-05
1619582400,1.20783,1.20812,1.20752,1.20785,874,,0.0007961924391167827,46.81309790358912,4.1408221447269966e-05,5.1783316404553195e-05,-1.0375094957283225e-05
1619586000,1.20785,1.20849,1.20772,1.20793,601,,0.000792700113901233,47.53709936953871,9.597638084057891e-06,1.5978186433072893e-05,-6.380548349015002e-06
1619589600,1.20793,1.20793,1.20762,1.20763,365,,0.0007283400987144063,45.06000832629783,-3.936618236410894e-05,-2.6388507212075148e-05,-1.297767515203379e-05
1619593200,1.20763,1.20763,1.20724,1.20726,269,,0.000683228085552471,42.14323730195653,-0.00010679520200462811,-7.505402148207545e-05,-3.1741180522552656e-05
1619596800,1.20726,1.2074,1.20707,1.20709,300,,0.0006361310074788003,40.83532400274608,-0.00017196842021838243,-0.00011218179175666383,-5.978662846171861e-05
1619600400,1.20708,1.20783,1.20594,1.20594,1203,,0.0008033135398149533,33.30527661083459,-0.00031280819608148214,-0.0002024172540958108,-0.00011039094198567133
1619604000,1.20594,1.20772,1.20562,1.20735,1536,,0.000976205067839625,46.36456389025758,-0.00030710935157451935,-0.0001573747276710784,-0.00014973462390344095
1619607600,1.20736,1.20795,1.20705,1.20746,1330,,0.0009660443921276914,47.232627843729674,-0.0002903696944642764,-0.00011250805644866835,-0.00017786163801560806
1619611200,1.20746,1.20768,1.20648,1.20662,1251,,0.0009972384731773446,41.68450758521153,-0.00034095406915590765,-0.00013047394491223964,-0.000210480124243668
1619614800,1.20661,1.20741,1.20649,1.20667,1046,,0.0009869400100870364,42.12032565998681,-0.0003727115813030313,-0.00012978516564749062,-0.00024292641565554066
1619618400,1.20666,1.20741,1.20644,1.20725,1259,,0.0009846813420754498,47.062597103122464,-0.0003470775913179125,-8.332094052989746e-05,-0.00026375665078801503
1619622000,1.20725,1.20744,1.20619,1.20681,1327,,0.001020057163132053,43.99358080969877,-0.00035813839584442064,-7.550539604512445e-05,-0.0002826329997992962
1619625600,1.20679,1.20738,1.20574,1.20716,1412,,0.001102716208047761,46.956730821380944,-0.00033480269117602823,-4.173575310138561e-05,-0.0002930669380746426
1619629200,1.20718,1.20997,1.20689,1.20885,2431,,0.0013663540469747225,58.40128936862834,-0.00017788950157915373,9.21419491963911e-05,-0.0002700314507755448
1619632800,1.20885,1.21023,1.20883,1.20979,1320,,0.001370840174044739,63.16218302318204,2.2061168350795413e-05,0.0002336740953010722,-0.00021161292695027678
1619636400,1.20977,1.20977,1.20886,1.20903,746,,0.0013120614841720907,57.438421519260714,0.00011783948617782869,0.00026356193050248436,-0.0001457224443246557
1619640000,1.20902,1.20908,1.20787,1.20842,861,,0.0012984532862824697,53.26611375562275,0.00014287560998926807,0.00023087844345113902,-8.800283346187095e-05
1619643600,1.20844,1.21344,1.20662,1.21242,4302,,0.002034659514778147,69.11108204511355,0.00047995091371610954,0.0004543629977423844,2.5587915973725156e-05
1619647200,1.21238,1.21295,1.21079,1.21294,2072,,0.002051371579474386,70.51083067821686,0.0007800532067931965,0.000603572232655577,0.00017648097413761944
1619650800,1.21295,1.21305,1.21209,1.21233,747,,0.001905855368877811,66.69281605661253,0.000957625622089564,0.0006249157183615557,0.0003327099037280084
1619654400,1.21233,1.21255,1.21222,1.21246,146,,0.0016957413196940952,67.10165662749058,0.0010962065671555887,0.0006107973307420643,0.00048540923641352446
1619658000,1.21247,1.21327,1.21237,1.21323,517,,0.0015896424770682322,69.49047725671755,0.0012537135005588063,0.0006146434113162254,0.0006390700892425808
1619661600,1.21324,1.21352,1.21301,1.21348,227,,0.0014456901467924694,70.24590040875925,0.0013827720552130884,0.0005949615727764061,0.0007878104824366823
1619665200,1.21349,1.21418,1.21338,1.21418,423,,0.001359598127220158,72.31305355217324,0.0015239686771764127,0.0005889265557917843,0.0009350421213846284
1619668800,1.21418,1.21496,1.21392,1.21465,712,,0.0013169850435907945,73.63739120307463,0.0016547185242736795,0.0005757411223112408,0.0010789774019624387
1619672400,1.21465,1.21481,1.21358,1.21373,666,,0.0013053870377786676,66.89248875806608,0.0016649103586177105,0.0004687463653242174,0.0011961639932934931
1619676000,1.21372,1.21379,1.21239,1.21258,554,,0.0013180020994081581,59.54984270901296,0.0015621841848572071,0.00029281615325097115,0.001269368031606236
1619679600,1.21259,1.21333,1.21256,1.21317,352,,0.0012449351528203954,61.86277632373392,0.0015109635736787475,0.00019327643365800906,0.0013176871400207384
1619683200,1.21318,1.21366,1.21313,1.2135,368,,0.0011496104657776653,63.13256793457712,0.0014799392934259359,0.000129801722724158,0.0013501375707017779
1619686800,1.21349,1.21364,1.21168,1.21206,1343,,0.0012576624036739715,54.59099888532968,0.001323895321223123,-2.0993799582924143e-05,0.0013448891208060472
1619690400,1.21205,1.21235,1.2113,1.21155,1403,,0.001229974083184108,51.91216543173879,0.0011458677609932355,-0.00015921708785024934,0.0013050848488434848
